election,placebo,pintr,pintr_placebo,male,age,edu,ideology,O_sd,C_sd,E_sd,A_sd,N_sd,p09c64,p09c69
NA,0,5,6,1,73,2,6,0.05398806408239635,-0.6235676097416465,-0.5609888777931816,0.06227540579901044,-0.43236252201148023,7,6
NA,NA,NA,NA,0,72,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,1,58,1,5,0.32194565528553626,-0.4596359991303204,0.234787341586881,0.2391320955133061,-0.28730984949472316,8,7
NA,NA,NA,NA,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,68,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,66,5,5,-0.07999073151917374,0.360022053926309,-0.6936182476898587,0.7697021646561928,0.1478481680555473,6,6
NA,0,3,0,0,41,4,5,-0.07999073151917374,-0.29570438851899467,0.5000460813802351,-0.6451513530581715,0.0027954955387905684,7,5
NA,NA,10,5,1,18,1,5,-0.21396952712074355,0.03215883270365715,0.8979341910702665,-0.4682946633438758,-0.28730984949472316,6,5
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,5,1,46,4,5,-0.6159059139254536,-0.6235676097416465,-0.5609888777931816,0.2391320955133061,-0.14225717697796647,7,1
NA,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,4,5,0,24,4,5,0.32194565528553626,-0.29570438851899467,-0.16310076810315038,0.2391320955133061,-0.722467867044994,10,5
0,NA,10,9,1,23,5,10,-1.4197786875348735,-0.6235676097416465,0.234787341586881,0.5928454749418971,0.2929008405723043,2,0
NA,NA,10,10,1,76,6,5,0.05398806408239635,-0.1317727779076686,-0.5609888777931816,1.1234155440847837,0.5830061856058181,5,8
0,NA,10,8,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,10,9,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,5,6,1,57,1,6,-0.4819271183238836,-0.29570438851899467,-0.6936182476898587,-0.11458128391528485,-0.5774151945282371,7,2
NA,NA,0,2,0,54,1,NA,0.05398806408239635,0.03215883270365715,-0.030471398206473158,-0.2914379736295805,0.2929008405723043,8,5
NA,1,8,8,1,84,1,7,-0.34794832272231363,0.19609044331498324,-0.6936182476898587,0.5928454749418971,0.7280588581225751,5,5
NA,NA,5,5,0,71,1,5,-0.07999073151917374,-0.4596359991303204,-0.16310076810315038,0.5928454749418971,-0.43236252201148023,7,5
0,NA,6,9,1,64,7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,8,0,50,5,2,0.32194565528553626,-0.29570438851899467,-0.8262476175865359,-0.4682946633438758,-0.43236252201148023,10,5
NA,NA,0,0,1,23,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,0,20,2,3,0.5899032464886761,0.523953664537635,0.7653048211735893,0.06227540579901044,-0.28730984949472316,8,9
NA,NA,NA,NA,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,8,1,51,7,4,-0.07999073151917374,-0.4596359991303204,0.3674167114835582,-0.2914379736295805,0.1478481680555473,9,3
NA,NA,2,5,0,47,4,5,-0.8838635051285936,0.03215883270365715,-0.030471398206473158,-1.1757214222010581,-1.3026785571120216,5,1
NA,NA,NA,4,1,20,1,6,0.32194565528553626,-0.4596359991303204,0.3674167114835582,0.06227540579901044,0.0027954955387905684,9,6
NA,NA,5,NA,0,17,0,NA,-0.34794832272231363,-0.29570438851899467,-0.2957301379998273,-0.2914379736295805,-0.43236252201148023,5,5
NA,NA,8,7,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,5,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,NA,1,70,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,7,0,67,2,5,0.05398806408239635,-0.29570438851899467,-0.4283595078965045,-0.6451513530581715,-0.14225717697796647,8,5
NA,NA,NA,NA,1,31,8,7,0.9918396332933861,0.523953664537635,0.6326754512769124,0.06227540579901044,0.5830061856058181,10,10
NA,NA,NA,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,8,8,1,59,6,2,0.32194565528553626,-0.1317727779076686,0.10215797169020377,-0.822008042772467,-0.5774151945282371,8,7
1,NA,6,7,0,58,6,3,-0.6159059139254536,-0.1317727779076686,-0.4283595078965045,-0.11458128391528485,0.2929008405723043,6,2
NA,NA,8,5,1,22,4,4,0.9918396332933861,0.360022053926309,0.234787341586881,0.5928454749418971,0.1478481680555473,10,10
NA,NA,3,6,1,69,10,5,0.05398806408239635,0.03215883270365715,0.10215797169020377,-0.11458128391528485,0.2929008405723043,7,6
NA,NA,2,5,0,62,4,NA,0.32194565528553626,-0.6235676097416465,-0.030471398206473158,-0.2914379736295805,-0.28730984949472316,8,7
1,NA,6,4,1,60,4,2,0.4559244508871063,0.523953664537635,-0.16310076810315038,0.4159887852276018,0.7280588581225751,8,8
NA,NA,2,4,0,54,7,5,-0.21396952712074355,0.19609044331498324,-0.16310076810315038,-0.11458128391528485,0.43795351308906133,7,4
NA,NA,6,8,0,57,7,5,-1.0178423007301636,0.8518168857602868,0.7653048211735893,0.7697021646561928,-0.28730984949472316,5,0
NA,NA,7,7,1,59,4,7,-0.34794832272231363,0.6878852751489608,0.6326754512769124,-0.4682946633438758,0.0027954955387905684,8,2
NA,NA,7,6,0,55,6,3,-0.21396952712074355,0.360022053926309,-0.4283595078965045,0.2391320955133061,0.2929008405723043,7,4
NA,NA,NA,NA,1,30,1,6,-0.7498847095270236,-0.29570438851899467,0.8979341910702665,0.2391320955133061,-0.14225717697796647,2,5
NA,0,8,8,1,65,8,5,0.05398806408239635,0.523953664537635,0.6326754512769124,0.4159887852276018,1.018164203156089,8,5
NA,NA,5,8,0,61,4,6,0.4559244508871063,-0.7874992203529724,0.234787341586881,-0.6451513530581715,-0.28730984949472316,8,8
NA,NA,4,NA,0,47,4,5,0.32194565528553626,-0.1317727779076686,-0.030471398206473158,-0.4682946633438758,0.1478481680555473,8,7
NA,NA,3,4,0,63,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,9,1,59,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,NA,0,32,4,5,-0.6159059139254536,-0.6235676097416465,0.10215797169020377,-0.4682946633438758,0.0027954955387905684,5,3
NA,NA,6,5,0,67,5,5,0.05398806408239635,0.8518168857602868,0.6326754512769124,0.5928454749418971,-0.43236252201148023,8,5
NA,NA,8,7,1,68,4,7,-0.07999073151917374,0.523953664537635,-0.2957301379998273,-0.11458128391528485,0.7280588581225751,4,8
NA,NA,6,4,1,57,4,4,0.7238820420902462,0.523953664537635,-0.030471398206473158,-0.2914379736295805,-0.14225717697796647,8,10
NA,NA,7,NA,0,52,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,0,71,4,5,-0.4819271183238836,0.03215883270365715,0.6326754512769124,0.2391320955133061,0.2929008405723043,6,3
NA,NA,5,5,1,56,4,5,-0.6159059139254536,-0.1317727779076686,-0.2957301379998273,0.5928454749418971,0.43795351308906133,6,2
1,NA,3,5,0,56,4,5,-0.4819271183238836,-0.29570438851899467,-0.16310076810315038,0.06227540579901044,0.43795351308906133,4,5
NA,NA,7,7,1,28,4,7,-0.8838635051285936,-0.7874992203529724,0.5000460813802351,0.2391320955133061,-0.14225717697796647,6,0
NA,NA,6,5,0,26,10,1,0.4559244508871063,0.19609044331498324,0.6326754512769124,0.5928454749418971,-0.14225717697796647,7,9
NA,NA,4,7,0,63,5,5,-0.07999073151917374,0.360022053926309,-0.030471398206473158,-0.11458128391528485,0.5830061856058181,8,4
NA,NA,5,5,1,60,4,5,-0.34794832272231363,0.03215883270365715,-0.4283595078965045,0.4159887852276018,-0.28730984949472316,8,2
NA,NA,NA,NA,0,24,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,8,1,19,0,5,0.32194565528553626,-0.29570438851899467,0.3674167114835582,-0.2914379736295805,0.5830061856058181,7,8
NA,NA,5,5,0,85,1,NA,-0.7498847095270236,0.8518168857602868,0.3674167114835582,0.5928454749418971,0.1478481680555473,5,2
NA,NA,NA,NA,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,10,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,9,9,1,59,10,5,-0.07999073151917374,-0.1317727779076686,-0.16310076810315038,0.2391320955133061,0.2929008405723043,6,6
0,1,10,8,0,54,4,2,0.4559244508871063,0.19609044331498324,-0.2957301379998273,-0.11458128391528485,-0.43236252201148023,8,8
NA,NA,8,8,0,69,1,5,0.32194565528553626,-0.6235676097416465,0.10215797169020377,0.06227540579901044,0.1478481680555473,5,10
NA,NA,3,4,1,49,9,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,5,0,48,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,4,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,6,0,65,4,NA,0.7238820420902462,0.8518168857602868,0.8979341910702665,1.1234155440847837,0.7280588581225751,10,8
NA,NA,4,3,0,43,4,3,-0.21396952712074355,0.360022053926309,0.6326754512769124,-0.11458128391528485,-1.4477312296287785,9,2
NA,1,5,4,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,10,1,52,8,NA,0.32194565528553626,0.523953664537635,-0.16310076810315038,-0.2914379736295805,0.1478481680555473,6,9
1,1,2,4,0,42,1,5,0.05398806408239635,-0.1317727779076686,-0.2957301379998273,-0.2914379736295805,-0.28730984949472316,8,5
1,0,6,8,0,19,0,NA,-0.34794832272231363,-0.1317727779076686,-0.030471398206473158,-0.11458128391528485,-0.28730984949472316,7,3
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,7,1,73,10,3,0.32194565528553626,-0.4596359991303204,0.3674167114835582,-0.6451513530581715,-0.28730984949472316,7,8
NA,NA,5,5,0,65,6,NA,0.18796685968396615,0.03215883270365715,-0.2957301379998273,-0.6451513530581715,0.2929008405723043,7,7
NA,NA,7,7,1,72,9,5,0.7238820420902462,0.8518168857602868,0.8979341910702665,0.4159887852276018,1.018164203156089,8,10
NA,1,3,6,0,65,4,4,0.4559244508871063,0.03215883270365715,-0.2957301379998273,-0.822008042772467,0.43795351308906133,8,8
NA,0,7,7,1,64,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,10,10,0,60,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,0,1,76,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,0,70,4,5,-0.21396952712074355,0.03215883270365715,-0.16310076810315038,0.06227540579901044,-0.43236252201148023,6,5
NA,NA,5,NA,1,32,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,7,1,29,4,6,-0.6159059139254536,-0.29570438851899467,0.3674167114835582,0.06227540579901044,0.43795351308906133,7,1
NA,NA,0,1,0,40,4,NA,-0.34794832272231363,0.19609044331498324,0.5000460813802351,0.5928454749418971,0.0027954955387905684,7,3
NA,NA,NA,NA,1,50,4,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,5,0,43,4,8,-0.21396952712074355,0.6878852751489608,0.10215797169020377,-0.9988647324867624,0.43795351308906133,3,8
NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,5,5,1,80,7,2,0.05398806408239635,0.03215883270365715,0.3674167114835582,-0.2914379736295805,0.1478481680555473,8,5
0,NA,8,8,0,74,2,5,0.18796685968396615,0.19609044331498324,-0.4283595078965045,0.2391320955133061,0.1478481680555473,7,7
NA,NA,3,3,0,45,4,NA,0.05398806408239635,0.03215883270365715,-1.2241357272765672,-1.529434801629649,-1.1576258845952647,5,8
NA,NA,NA,NA,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,5,1,81,1,1,-0.34794832272231363,0.03215883270365715,-0.16310076810315038,-0.11458128391528485,0.43795351308906133,8,2
NA,NA,NA,NA,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,0,0,62,1,NA,-0.34794832272231363,0.03215883270365715,-0.2957301379998273,0.2391320955133061,-0.43236252201148023,6,4
1,NA,2,2,1,61,1,5,0.32194565528553626,0.03215883270365715,-0.4283595078965045,-0.4682946633438758,-0.14225717697796647,8,7
NA,NA,NA,NA,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,0,60,3,6,0.32194565528553626,-0.29570438851899467,-0.4283595078965045,-0.2914379736295805,0.43795351308906133,6,9
NA,NA,7,8,1,31,9,6,-0.34794832272231363,-0.4596359991303204,0.10215797169020377,-0.11458128391528485,0.1478481680555473,7,3
1,1,8,8,1,40,7,8,-1.0178423007301636,0.6878852751489608,-0.16310076810315038,0.06227540579901044,0.43795351308906133,5,0
NA,NA,7,7,1,52,4,9,0.4559244508871063,0.03215883270365715,-0.5609888777931816,-0.2914379736295805,-0.5774151945282371,8,8
NA,NA,0,5,0,46,4,3,0.9918396332933861,0.8518168857602868,0.8979341910702665,-0.6451513530581715,-1.8828892471790493,10,10
NA,NA,8,6,0,78,2,5,0.05398806408239635,0.523953664537635,0.234787341586881,-0.11458128391528485,0.2929008405723043,8,5
0,NA,9,NA,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,8,0,51,4,3,0.32194565528553626,0.03215883270365715,0.3674167114835582,0.06227540579901044,0.2929008405723043,8,7
0,1,3,NA,0,17,0,NA,-0.7498847095270236,-1.1153624415756243,-0.030471398206473158,-0.9988647324867624,-0.14225717697796647,4,3
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,3,0,49,4,4,-0.07999073151917374,-0.1317727779076686,-0.16310076810315038,-0.11458128391528485,-0.5774151945282371,5,7
NA,NA,7,5,1,49,4,6,-0.7498847095270236,-0.4596359991303204,-0.5609888777931816,-0.4682946633438758,-0.5774151945282371,5,2
NA,NA,5,4,1,23,4,3,-0.21396952712074355,-0.9514308309642983,0.234787341586881,-0.822008042772467,-1.0125732120785078,5,6
NA,NA,6,5,1,20,1,2,-0.6159059139254536,-0.4596359991303204,0.5000460813802351,-0.11458128391528485,0.43795351308906133,7,1
NA,NA,NA,NA,1,74,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,5,5,0,70,2,NA,-0.07999073151917374,0.523953664537635,0.10215797169020377,-0.11458128391528485,0.2929008405723043,8,4
1,1,5,3,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,0,NA,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,4,0,61,2,NA,-0.7498847095270236,-0.4596359991303204,-0.8262476175865359,-0.822008042772467,-0.5774151945282371,4,3
NA,NA,9,9,1,28,10,3,-0.21396952712074355,-0.1317727779076686,-0.16310076810315038,-0.4682946633438758,0.0027954955387905684,3,8
NA,NA,NA,NA,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,8,6,0,40,10,3,-0.07999073151917374,0.03215883270365715,0.234787341586881,0.06227540579901044,0.2929008405723043,7,5
NA,NA,6,6,1,40,7,5,-0.07999073151917374,-0.1317727779076686,-0.16310076810315038,-0.2914379736295805,0.0027954955387905684,7,5
NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,9,8,0,62,4,5,0.05398806408239635,0.03215883270365715,0.6326754512769124,0.5928454749418971,-1.0125732120785078,8,5
NA,NA,4,5,0,53,1,5,0.18796685968396615,-0.29570438851899467,0.3674167114835582,-0.11458128391528485,0.1478481680555473,9,5
NA,NA,9,8,1,50,4,5,-1.1518210963317335,0.360022053926309,-0.6936182476898587,-0.2914379736295805,0.2929008405723043,3,1
NA,NA,NA,NA,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,9,9,0,74,2,5,0.32194565528553626,0.6878852751489608,-0.16310076810315038,0.7697021646561928,0.2929008405723043,5,10
NA,NA,5,5,1,72,1,5,-0.6159059139254536,-0.4596359991303204,-1.2241357272765672,0.7697021646561928,0.43795351308906133,8,0
NA,NA,3,3,0,47,4,5,-0.07999073151917374,0.360022053926309,0.10215797169020377,0.4159887852276018,0.5830061856058181,7,5
NA,NA,4,5,1,44,4,7,-0.21396952712074355,0.523953664537635,-0.2957301379998273,-0.4682946633438758,-0.28730984949472316,9,2
NA,NA,2,3,0,27,8,7,-0.07999073151917374,0.19609044331498324,0.10215797169020377,-1.3525781119153537,0.2929008405723043,4,8
NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,3,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,4,0,38,8,3,-0.07999073151917374,-0.29570438851899467,0.10215797169020377,-0.11458128391528485,0.2929008405723043,7,5
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,1,61,4,4,-0.21396952712074355,0.03215883270365715,-0.16310076810315038,0.4159887852276018,-0.43236252201148023,8,3
NA,NA,2,4,0,42,4,5,0.05398806408239635,0.19609044331498324,-0.4283595078965045,-0.2914379736295805,0.7280588581225751,8,5
NA,NA,NA,NA,1,59,4,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,5,8,0,58,4,5,0.05398806408239635,0.19609044331498324,0.10215797169020377,-0.2914379736295805,-0.43236252201148023,6,7
NA,NA,NA,NA,0,33,10,3,-0.07999073151917374,0.19609044331498324,0.7653048211735893,0.946558854370488,0.5830061856058181,10,2
NA,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,4,0,65,4,5,0.4559244508871063,-0.29570438851899467,0.234787341586881,-0.11458128391528485,0.43795351308906133,7,9
NA,NA,8,8,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,5,7,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,1,63,5,3,0.05398806408239635,0.523953664537635,-0.9588769874832129,0.2391320955133061,-0.14225717697796647,4,9
NA,NA,7,7,0,35,4,8,0.9918396332933861,-0.29570438851899467,0.7653048211735893,-0.11458128391528485,0.43795351308906133,10,10
NA,NA,8,5,1,44,4,NA,0.9918396332933861,0.03215883270365715,0.10215797169020377,-1.88314818105824,0.43795351308906133,10,10
0,NA,7,7,0,48,10,3,-0.34794832272231363,0.19609044331498324,-0.16310076810315038,-0.11458128391528485,-0.5774151945282371,6,4
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,7,7,1,49,10,NA,-0.07999073151917374,-0.29570438851899467,-0.030471398206473158,0.2391320955133061,0.43795351308906133,8,4
NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,7,1,74,10,2,-0.21396952712074355,-0.6235676097416465,-0.4283595078965045,0.4159887852276018,-0.14225717697796647,6,5
NA,1,7,8,0,72,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,77,2,6,0.9918396332933861,-0.4596359991303204,0.3674167114835582,1.1234155440847837,-1.8828892471790493,10,10
NA,NA,NA,NA,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,6,0,55,4,5,-0.34794832272231363,0.360022053926309,0.234787341586881,-0.6451513530581715,0.0027954955387905684,10,0
NA,NA,NA,NA,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,73,4,7,0.05398806408239635,0.523953664537635,0.8979341910702665,0.5928454749418971,-0.14225717697796647,6,7
NA,0,8,8,0,52,9,2,0.32194565528553626,-0.6235676097416465,-0.4283595078965045,-0.4682946633438758,-0.28730984949472316,7,8
NA,NA,6,6,1,23,6,3,-0.4819271183238836,-0.6235676097416465,-0.4283595078965045,-0.4682946633438758,-0.14225717697796647,6,3
0,NA,7,7,0,51,10,6,0.32194565528553626,0.360022053926309,-0.2957301379998273,-0.4682946633438758,-0.5774151945282371,5,10
NA,NA,9,9,1,51,4,4,0.5899032464886761,0.6878852751489608,-0.4283595078965045,0.4159887852276018,0.43795351308906133,7,10
NA,NA,3,5,0,17,0,NA,0.5899032464886761,0.19609044331498324,-0.5609888777931816,-0.11458128391528485,-0.5774151945282371,8,9
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,7,6,1,44,2,5,-0.07999073151917374,-0.6235676097416465,0.10215797169020377,0.06227540579901044,0.0027954955387905684,5,7
NA,NA,NA,NA,0,43,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,8,0,70,4,5,-0.8838635051285936,0.523953664537635,-0.4283595078965045,0.4159887852276018,-0.14225717697796647,4,2
NA,NA,0,0,0,43,4,5,-0.34794832272231363,0.523953664537635,0.5000460813802351,0.5928454749418971,-0.5774151945282371,10,0
NA,NA,NA,NA,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,57,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,0,0,51,4,NA,0.05398806408239635,0.6878852751489608,0.6326754512769124,0.7697021646561928,-0.14225717697796647,8,5
NA,NA,NA,NA,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,8,0,60,4,5,0.5899032464886761,0.360022053926309,0.6326754512769124,-0.2914379736295805,0.0027954955387905684,10,7
NA,NA,8,NA,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,NA,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,10,1,69,3,3,-0.4819271183238836,0.03215883270365715,-0.5609888777931816,-0.11458128391528485,-0.867520539561751,8,1
NA,NA,9,10,0,64,4,2,0.5899032464886761,-1.1153624415756243,0.5000460813802351,0.06227540579901044,-0.28730984949472316,9,8
NA,NA,10,10,1,68,6,0,0.05398806408239635,0.8518168857602868,0.3674167114835582,-0.822008042772467,0.7280588581225751,5,8
NA,NA,5,7,0,63,4,3,0.32194565528553626,0.360022053926309,-0.2957301379998273,-0.2914379736295805,0.1478481680555473,7,8
NA,NA,6,5,1,67,4,5,-0.6159059139254536,0.523953664537635,-0.8262476175865359,0.7697021646561928,0.7280588581225751,8,0
NA,NA,2,3,0,66,4,4,0.05398806408239635,-0.6235676097416465,0.7653048211735893,0.5928454749418971,0.0027954955387905684,9,4
NA,NA,1,1,0,57,6,5,-0.21396952712074355,-0.4596359991303204,-0.16310076810315038,0.06227540579901044,0.5830061856058181,1,10
NA,NA,9,10,1,88,10,8,0.18796685968396615,0.523953664537635,0.6326754512769124,0.4159887852276018,0.7280588581225751,6,8
NA,NA,0,0,1,59,4,5,-0.34794832272231363,-0.7874992203529724,-0.8262476175865359,-0.822008042772467,-0.5774151945282371,6,4
NA,NA,8,8,0,66,0,2,-0.21396952712074355,-0.29570438851899467,-0.6936182476898587,0.5928454749418971,0.2929008405723043,7,4
NA,NA,9,9,1,48,10,7,-0.4819271183238836,0.360022053926309,0.10215797169020377,-0.2914379736295805,0.2929008405723043,7,2
1,NA,6,4,0,45,2,6,0.32194565528553626,-0.1317727779076686,-0.2957301379998273,-0.4682946633438758,-0.5774151945282371,7,8
0,0,1,5,0,20,1,9,0.857860837691816,0.8518168857602868,0.6326754512769124,0.4159887852276018,0.5830061856058181,9,10
NA,NA,7,7,1,19,1,8,-0.4819271183238836,0.19609044331498324,-0.030471398206473158,0.2391320955133061,0.2929008405723043,7,2
1,1,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,7,7,0,59,9,4,0.18796685968396615,-0.1317727779076686,-0.4283595078965045,0.06227540579901044,-0.43236252201148023,7,7
NA,NA,NA,NA,1,58,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,8,1,54,4,4,0.18796685968396615,0.360022053926309,0.10215797169020377,0.5928454749418971,0.7280588581225751,9,5
NA,NA,2,2,0,49,4,5,0.18796685968396615,0.523953664537635,0.8979341910702665,0.7697021646561928,0.7280588581225751,6,8
0,NA,0,2,0,24,4,NA,-0.6159059139254536,0.19609044331498324,0.10215797169020377,0.06227540579901044,0.1478481680555473,7,1
NA,NA,0,0,0,22,4,3,-0.21396952712074355,-0.29570438851899467,0.10215797169020377,0.06227540579901044,0.43795351308906133,6,5
0,NA,0,0,0,19,0,5,0.18796685968396615,0.360022053926309,0.234787341586881,1.1234155440847837,0.1478481680555473,8,6
NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,0,0,0,43,4,5,-0.21396952712074355,0.19609044331498324,0.234787341586881,-0.2914379736295805,-0.43236252201148023,5,6
NA,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
